rownum,emoji,grp_subgrp,desc,person_animal_other,anthro_type,gender,skin_tone,shape_type,shape_color,direction,sentiment_smileys_binary,cldr short name,codepoint,status,group,subgroup,char_len,version
2680,🦌,Animals & Nature_animal-mammal,,,,,,,,,,deer,1F98C,fully-qualified,Animals & Nature,animal-mammal,1,E3.0
2681,🦬,Animals & Nature_animal-mammal,,,,,,,,,,bison,1F9AC,fully-qualified,Animals & Nature,animal-mammal,1,E13.0
2682,🐮,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,cow face,1F42E,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2683,🐂,Animals & Nature_animal-mammal,,,,,,,,,,ox,1F402,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2684,🐃,Animals & Nature_animal-mammal,,,,,,,,,,water buffalo,1F403,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2685,🐄,Animals & Nature_animal-mammal,,,,,,,,,,cow,1F404,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2686,🐷,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,pig face,1F437,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2687,🐖,Animals & Nature_animal-mammal,,,,,,,,,,pig,1F416,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2688,🐗,Animals & Nature_animal-mammal,,,,,,,,,,boar,1F417,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2689,🐽,Animals & Nature_animal-mammal,,,,,,,,,,pig nose,1F43D,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2690,🐏,Animals & Nature_animal-mammal,,,,,,,,,,ram,1F40F,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2691,🐑,Animals & Nature_animal-mammal,,,,,,,,,,ewe,1F411,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2692,🐐,Animals & Nature_animal-mammal,,,,,,,,,,goat,1F410,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2693,🐪,Animals & Nature_animal-mammal,,,,,,,,,,camel,1F42A,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2694,🐫,Animals & Nature_animal-mammal,,,,,,,,,,two-hump camel,1F42B,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2695,🦙,Animals & Nature_animal-mammal,,,,,,,,,,llama,1F999,fully-qualified,Animals & Nature,animal-mammal,1,E11.0
2696,🦒,Animals & Nature_animal-mammal,,,,,,,,,,giraffe,1F992,fully-qualified,Animals & Nature,animal-mammal,1,E5.0
2697,🐘,Animals & Nature_animal-mammal,,,,,,,,,,elephant,1F418,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2698,🦣,Animals & Nature_animal-mammal,,,,,,,,,,mammoth,1F9A3,fully-qualified,Animals & Nature,animal-mammal,1,E13.0
2699,🦏,Animals & Nature_animal-mammal,,,,,,,,,,rhinoceros,1F98F,fully-qualified,Animals & Nature,animal-mammal,1,E3.0
2700,🦛,Animals & Nature_animal-mammal,,,,,,,,,,hippopotamus,1F99B,fully-qualified,Animals & Nature,animal-mammal,1,E11.0
2701,🐭,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,mouse face,1F42D,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2702,🐁,Animals & Nature_animal-mammal,,,,,,,,,,mouse,1F401,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2703,🐀,Animals & Nature_animal-mammal,,,,,,,,,,rat,1F400,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2704,🐹,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,hamster,1F439,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2705,🐰,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,rabbit face,1F430,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2706,🐇,Animals & Nature_animal-mammal,,,,,,,,,,rabbit,1F407,fully-qualified,Animals & Nature,animal-mammal,1,E1.0
2707,🐿️,Animals & Nature_animal-mammal,,,,,,,,,,chipmunk,1F43F FE0F,fully-qualified,Animals & Nature,animal-mammal,2,E0.7
2708,🐿,Animals & Nature_animal-mammal,,,,,,,,,,chipmunk,1F43F,unqualified,Animals & Nature,animal-mammal,1,E0.7
2709,🦫,Animals & Nature_animal-mammal,,,,,,,,,,beaver,1F9AB,fully-qualified,Animals & Nature,animal-mammal,1,E13.0
2710,🦔,Animals & Nature_animal-mammal,,,,,,,,,,hedgehog,1F994,fully-qualified,Animals & Nature,animal-mammal,1,E5.0
2711,🦇,Animals & Nature_animal-mammal,,,,,,,,,,bat,1F987,fully-qualified,Animals & Nature,animal-mammal,1,E3.0
2712,🐻,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,bear,1F43B,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2713,🐻‍❄️,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,polar bear,1F43B 200D 2744 FE0F,fully-qualified,Animals & Nature,animal-mammal,4,E13.0
2714,🐻‍❄,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,polar bear,1F43B 200D 2744,minimally-qualified,Animals & Nature,animal-mammal,3,E13.0
2715,🐨,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,koala,1F428,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2716,🐼,Animals & Nature_animal-mammal,anthropomorphic,animal,face,neutral,other,,,,,panda,1F43C,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2717,🦥,Animals & Nature_animal-mammal,,,,,,,,,,sloth,1F9A5,fully-qualified,Animals & Nature,animal-mammal,1,E12.0
2718,🦦,Animals & Nature_animal-mammal,,,,,,,,,,otter,1F9A6,fully-qualified,Animals & Nature,animal-mammal,1,E12.0
2719,🦨,Animals & Nature_animal-mammal,,,,,,,,,,skunk,1F9A8,fully-qualified,Animals & Nature,animal-mammal,1,E12.0
2720,🦘,Animals & Nature_animal-mammal,,,,,,,,,,kangaroo,1F998,fully-qualified,Animals & Nature,animal-mammal,1,E11.0
2721,🦡,Animals & Nature_animal-mammal,,,,,,,,,,badger,1F9A1,fully-qualified,Animals & Nature,animal-mammal,1,E11.0
2722,🐾,Animals & Nature_animal-mammal,,,,,,,,,,paw prints,1F43E,fully-qualified,Animals & Nature,animal-mammal,1,E0.6
2723,🦃,Animals & Nature_animal-bird,,,,,,,,,,turkey,1F983,fully-qualified,Animals & Nature,animal-bird,1,E1.0
2724,🐔,Animals & Nature_animal-bird,,,,,,,,,,chicken,1F414,fully-qualified,Animals & Nature,animal-bird,1,E0.6
2725,🐓,Animals & Nature_animal-bird,,,,,,,,,,rooster,1F413,fully-qualified,Animals & Nature,animal-bird,1,E1.0
2726,🐣,Animals & Nature_animal-bird,,,,,,,,,,hatching chick,1F423,fully-qualified,Animals & Nature,animal-bird,1,E0.6
2727,🐤,Animals & Nature_animal-bird,,,,,,,,,,baby chick,1F424,fully-qualified,Animals & Nature,animal-bird,1,E0.6
2728,🐥,Animals & Nature_animal-bird,,,,,,,,,,front-facing baby chick,1F425,fully-qualified,Animals & Nature,animal-bird,1,E0.6
2729,🐦,Animals & Nature_animal-bird,,,,,,,,,,bird,1F426,fully-qualified,Animals & Nature,animal-bird,1,E0.6
2730,🐧,Animals & Nature_animal-bird,,,,,,,,,,penguin,1F427,fully-qualified,Animals & Nature,animal-bird,1,E0.6
2731,🕊️,Animals & Nature_animal-bird,,,,,,,,,,dove,1F54A FE0F,fully-qualified,Animals & Nature,animal-bird,2,E0.7
2732,🕊,Animals & Nature_animal-bird,,,,,,,,,,dove,1F54A,unqualified,Animals & Nature,animal-bird,1,E0.7
2733,🦅,Animals & Nature_animal-bird,,,,,,,,,,eagle,1F985,fully-qualified,Animals & Nature,animal-bird,1,E3.0
2734,🦆,Animals & Nature_animal-bird,,,,,,,,,,duck,1F986,fully-qualified,Animals & Nature,animal-bird,1,E3.0
2735,🦢,Animals & Nature_animal-bird,,,,,,,,,,swan,1F9A2,fully-qualified,Animals & Nature,animal-bird,1,E11.0
2736,🦉,Animals & Nature_animal-bird,,,,,,,,,,owl,1F989,fully-qualified,Animals & Nature,animal-bird,1,E3.0
2737,🦤,Animals & Nature_animal-bird,,,,,,,,,,dodo,1F9A4,fully-qualified,Animals & Nature,animal-bird,1,E13.0
2738,🪶,Animals & Nature_animal-bird,,,,,,,,,,feather,1FAB6,fully-qualified,Animals & Nature,animal-bird,1,E13.0
2739,🦩,Animals & Nature_animal-bird,,,,,,,,,,flamingo,1F9A9,fully-qualified,Animals & Nature,animal-bird,1,E12.0
2740,🦚,Animals & Nature_animal-bird,,,,,,,,,,peacock,1F99A,fully-qualified,Animals & Nature,animal-bird,1,E11.0
2741,🦜,Animals & Nature_animal-bird,,,,,,,,,,parrot,1F99C,fully-qualified,Animals & Nature,animal-bird,1,E11.0
2742,🐸,Animals & Nature_animal-amphibian,anthropomorphic,animal,face,neutral,other,,,,,frog,1F438,fully-qualified,Animals & Nature,animal-amphibian,1,E0.6
2743,🐊,Animals & Nature_animal-reptile,,,,,,,,,,crocodile,1F40A,fully-qualified,Animals & Nature,animal-reptile,1,E1.0
2744,🐢,Animals & Nature_animal-reptile,,,,,,,,,,turtle,1F422,fully-qualified,Animals & Nature,animal-reptile,1,E0.6
2745,🦎,Animals & Nature_animal-reptile,,,,,,,,,,lizard,1F98E,fully-qualified,Animals & Nature,animal-reptile,1,E3.0
2746,🐍,Animals & Nature_animal-reptile,,,,,,,,,,snake,1F40D,fully-qualified,Animals & Nature,animal-reptile,1,E0.6
2747,🐲,Animals & Nature_animal-reptile,anthropomorphic,animal,face,neutral,other,,,,,dragon face,1F432,fully-qualified,Animals & Nature,animal-reptile,1,E0.6
2748,🐉,Animals & Nature_animal-reptile,,,,,,,,,,dragon,1F409,fully-qualified,Animals & Nature,animal-reptile,1,E1.0
2749,🦕,Animals & Nature_animal-reptile,,,,,,,,,,sauropod,1F995,fully-qualified,Animals & Nature,animal-reptile,1,E5.0
2750,🦖,Animals & Nature_animal-reptile,,,,,,,,,,T-Rex,1F996,fully-qualified,Animals & Nature,animal-reptile,1,E5.0
2751,🐳,Animals & Nature_animal-marine,,,,,,,,,,spouting whale,1F433,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2752,🐋,Animals & Nature_animal-marine,,,,,,,,,,whale,1F40B,fully-qualified,Animals & Nature,animal-marine,1,E1.0
2753,🐬,Animals & Nature_animal-marine,,,,,,,,,,dolphin,1F42C,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2754,🦭,Animals & Nature_animal-marine,,,,,,,,,,seal,1F9AD,fully-qualified,Animals & Nature,animal-marine,1,E13.0
2755,🐟,Animals & Nature_animal-marine,,,,,,,,,,fish,1F41F,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2756,🐠,Animals & Nature_animal-marine,,,,,,,,,,tropical fish,1F420,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2757,🐡,Animals & Nature_animal-marine,,,,,,,,,,blowfish,1F421,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2758,🦈,Animals & Nature_animal-marine,,,,,,,,,,shark,1F988,fully-qualified,Animals & Nature,animal-marine,1,E3.0
2759,🐙,Animals & Nature_animal-marine,,,,,,,,,,octopus,1F419,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2760,🐚,Animals & Nature_animal-marine,,,,,,,,,,spiral shell,1F41A,fully-qualified,Animals & Nature,animal-marine,1,E0.6
2761,🐌,Animals & Nature_animal-bug,,,,,,,,,,snail,1F40C,fully-qualified,Animals & Nature,animal-bug,1,E0.6
2762,🦋,Animals & Nature_animal-bug,,,,,,,,,,butterfly,1F98B,fully-qualified,Animals & Nature,animal-bug,1,E3.0
2763,🐛,Animals & Nature_animal-bug,,,,,,,,,,bug,1F41B,fully-qualified,Animals & Nature,animal-bug,1,E0.6
2764,🐜,Animals & Nature_animal-bug,,,,,,,,,,ant,1F41C,fully-qualified,Animals & Nature,animal-bug,1,E0.6
2765,🐝,Animals & Nature_animal-bug,,,,,,,,,,honeybee,1F41D,fully-qualified,Animals & Nature,animal-bug,1,E0.6
2766,🪲,Animals & Nature_animal-bug,,,,,,,,,,beetle,1FAB2,fully-qualified,Animals & Nature,animal-bug,1,E13.0
2767,🐞,Animals & Nature_animal-bug,,,,,,,,,,lady beetle,1F41E,fully-qualified,Animals & Nature,animal-bug,1,E0.6
2768,🦗,Animals & Nature_animal-bug,,,,,,,,,,cricket,1F997,fully-qualified,Animals & Nature,animal-bug,1,E5.0
2769,🪳,Animals & Nature_animal-bug,,,,,,,,,,cockroach,1FAB3,fully-qualified,Animals & Nature,animal-bug,1,E13.0
2770,🕷️,Animals & Nature_animal-bug,,,,,,,,,,spider,1F577 FE0F,fully-qualified,Animals & Nature,animal-bug,2,E0.7
2771,🕷,Animals & Nature_animal-bug,,,,,,,,,,spider,1F577,unqualified,Animals & Nature,animal-bug,1,E0.7
2772,🕸️,Animals & Nature_animal-bug,,,,,,,,,,spider web,1F578 FE0F,fully-qualified,Animals & Nature,animal-bug,2,E0.7
2773,🕸,Animals & Nature_animal-bug,,,,,,,,,,spider web,1F578,unqualified,Animals & Nature,animal-bug,1,E0.7
2774,🦂,Animals & Nature_animal-bug,,,,,,,,,,scorpion,1F982,fully-qualified,Animals & Nature,animal-bug,1,E1.0
2775,🦟,Animals & Nature_animal-bug,,,,,,,,,,mosquito,1F99F,fully-qualified,Animals & Nature,animal-bug,1,E11.0
2776,🪰,Animals & Nature_animal-bug,,,,,,,,,,fly,1FAB0,fully-qualified,Animals & Nature,animal-bug,1,E13.0
2777,🪱,Animals & Nature_animal-bug,,,,,,,,,,worm,1FAB1,fully-qualified,Animals & Nature,animal-bug,1,E13.0
2778,🦠,Animals & Nature_animal-bug,,,,,,,,,,microbe,1F9A0,fully-qualified,Animals & Nature,animal-bug,1,E11.0
2779,💐,Animals & Nature_plant-flower,,,,,,,,,,bouquet,1F490,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2780,🌸,Animals & Nature_plant-flower,,,,,,,,,,cherry blossom,1F338,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2781,💮,Animals & Nature_plant-flower,,,,,,,,,,white flower,1F4AE,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2782,🏵️,Animals & Nature_plant-flower,,,,,,,,,,rosette,1F3F5 FE0F,fully-qualified,Animals & Nature,plant-flower,2,E0.7
2783,🏵,Animals & Nature_plant-flower,,,,,,,,,,rosette,1F3F5,unqualified,Animals & Nature,plant-flower,1,E0.7
2784,🌹,Animals & Nature_plant-flower,,,,,,,,,,rose,1F339,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2785,🥀,Animals & Nature_plant-flower,,,,,,,,,,wilted flower,1F940,fully-qualified,Animals & Nature,plant-flower,1,E3.0
2786,🌺,Animals & Nature_plant-flower,,,,,,,,,,hibiscus,1F33A,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2787,🌻,Animals & Nature_plant-flower,,,,,,,,,,sunflower,1F33B,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2788,🌼,Animals & Nature_plant-flower,,,,,,,,,,blossom,1F33C,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2789,🌷,Animals & Nature_plant-flower,,,,,,,,,,tulip,1F337,fully-qualified,Animals & Nature,plant-flower,1,E0.6
2790,🌱,Animals & Nature_plant-other,,,,,,,,,,seedling,1F331,fully-qualified,Animals & Nature,plant-other,1,E0.6
2791,🪴,Animals & Nature_plant-other,,,,,,,,,,potted plant,1FAB4,fully-qualified,Animals & Nature,plant-other,1,E13.0
2792,🌲,Animals & Nature_plant-other,,,,,,,,,,evergreen tree,1F332,fully-qualified,Animals & Nature,plant-other,1,E1.0
2793,🌳,Animals & Nature_plant-other,,,,,,,,,,deciduous tree,1F333,fully-qualified,Animals & Nature,plant-other,1,E1.0
2794,🌴,Animals & Nature_plant-other,,,,,,,,,,palm tree,1F334,fully-qualified,Animals & Nature,plant-other,1,E0.6
2795,🌵,Animals & Nature_plant-other,,,,,,,,,,cactus,1F335,fully-qualified,Animals & Nature,plant-other,1,E0.6
2796,🌾,Animals & Nature_plant-other,,,,,,,,,,sheaf of rice,1F33E,fully-qualified,Animals & Nature,plant-other,1,E0.6
2797,🌿,Animals & Nature_plant-other,,,,,,,,,,herb,1F33F,fully-qualified,Animals & Nature,plant-other,1,E0.6
2798,☘️,Animals & Nature_plant-other,,,,,,,,,,shamrock,2618 FE0F,fully-qualified,Animals & Nature,plant-other,2,E1.0
2799,☘,Animals & Nature_plant-other,,,,,,,,,,shamrock,2618,unqualified,Animals & Nature,plant-other,1,E1.0
2800,🍀,Animals & Nature_plant-other,,,,,,,,,,four leaf clover,1F340,fully-qualified,Animals & Nature,plant-other,1,E0.6
2801,🍁,Animals & Nature_plant-other,,,,,,,,,,maple leaf,1F341,fully-qualified,Animals & Nature,plant-other,1,E0.6
2802,🍂,Animals & Nature_plant-other,,,,,,,,,,fallen leaf,1F342,fully-qualified,Animals & Nature,plant-other,1,E0.6
2803,🍃,Animals & Nature_plant-other,,,,,,,,,,leaf fluttering in wind,1F343,fully-qualified,Animals & Nature,plant-other,1,E0.6
2804,🍇,Food & Drink_food-fruit,,,,,,,,,,grapes,1F347,fully-qualified,Food & Drink,food-fruit,1,E0.6
2805,🍈,Food & Drink_food-fruit,,,,,,,,,,melon,1F348,fully-qualified,Food & Drink,food-fruit,1,E0.6
2806,🍉,Food & Drink_food-fruit,,,,,,,,,,watermelon,1F349,fully-qualified,Food & Drink,food-fruit,1,E0.6
2807,🍊,Food & Drink_food-fruit,,,,,,,,,,tangerine,1F34A,fully-qualified,Food & Drink,food-fruit,1,E0.6
2808,🍋,Food & Drink_food-fruit,,,,,,,,,,lemon,1F34B,fully-qualified,Food & Drink,food-fruit,1,E1.0
2809,🍌,Food & Drink_food-fruit,,,,,,,,,,banana,1F34C,fully-qualified,Food & Drink,food-fruit,1,E0.6
2810,🍍,Food & Drink_food-fruit,,,,,,,,,,pineapple,1F34D,fully-qualified,Food & Drink,food-fruit,1,E0.6
2811,🥭,Food & Drink_food-fruit,,,,,,,,,,mango,1F96D,fully-qualified,Food & Drink,food-fruit,1,E11.0
2812,🍎,Food & Drink_food-fruit,,,,,,,,,,red apple,1F34E,fully-qualified,Food & Drink,food-fruit,1,E0.6
2813,🍏,Food & Drink_food-fruit,,,,,,,,,,green apple,1F34F,fully-qualified,Food & Drink,food-fruit,1,E0.6
2814,🍐,Food & Drink_food-fruit,,,,,,,,,,pear,1F350,fully-qualified,Food & Drink,food-fruit,1,E1.0
2815,🍑,Food & Drink_food-fruit,,,,,,,,,,peach,1F351,fully-qualified,Food & Drink,food-fruit,1,E0.6
2816,🍒,Food & Drink_food-fruit,,,,,,,,,,cherries,1F352,fully-qualified,Food & Drink,food-fruit,1,E0.6
2817,🍓,Food & Drink_food-fruit,,,,,,,,,,strawberry,1F353,fully-qualified,Food & Drink,food-fruit,1,E0.6
2818,🫐,Food & Drink_food-fruit,,,,,,,,,,blueberries,1FAD0,fully-qualified,Food & Drink,food-fruit,1,E13.0
2819,🥝,Food & Drink_food-fruit,,,,,,,,,,kiwi fruit,1F95D,fully-qualified,Food & Drink,food-fruit,1,E3.0
2820,🍅,Food & Drink_food-fruit,,,,,,,,,,tomato,1F345,fully-qualified,Food & Drink,food-fruit,1,E0.6
2821,🫒,Food & Drink_food-fruit,,,,,,,,,,olive,1FAD2,fully-qualified,Food & Drink,food-fruit,1,E13.0
2822,🥥,Food & Drink_food-fruit,,,,,,,,,,coconut,1F965,fully-qualified,Food & Drink,food-fruit,1,E5.0
2823,🥑,Food & Drink_food-vegetable,,,,,,,,,,avocado,1F951,fully-qualified,Food & Drink,food-vegetable,1,E3.0
2824,🍆,Food & Drink_food-vegetable,,,,,,,,,,eggplant,1F346,fully-qualified,Food & Drink,food-vegetable,1,E0.6
2825,🥔,Food & Drink_food-vegetable,,,,,,,,,,potato,1F954,fully-qualified,Food & Drink,food-vegetable,1,E3.0
2826,🥕,Food & Drink_food-vegetable,,,,,,,,,,carrot,1F955,fully-qualified,Food & Drink,food-vegetable,1,E3.0
2827,🌽,Food & Drink_food-vegetable,,,,,,,,,,ear of corn,1F33D,fully-qualified,Food & Drink,food-vegetable,1,E0.6
